cat__BusinessTravel_Non-Travel,cat__BusinessTravel_Travel_Frequently,cat__BusinessTravel_Travel_Rarely,cat__Department_Human Resources,cat__Department_Research & Development,cat__Department_Sales,cat__EducationField_Human Resources,cat__EducationField_Life Sciences,cat__EducationField_Marketing,cat__EducationField_Medical,cat__EducationField_Other,cat__EducationField_Technical Degree,cat__Gender_Female,cat__Gender_Male,cat__JobRole_Healthcare Representative,cat__JobRole_Human Resources,cat__JobRole_Laboratory Technician,cat__JobRole_Manager,cat__JobRole_Manufacturing Director,cat__JobRole_Research Director,cat__JobRole_Research Scientist,cat__JobRole_Sales Executive,cat__JobRole_Sales Representative,cat__MaritalStatus_Divorced,cat__MaritalStatus_Married,cat__MaritalStatus_Single,cat__OverTime_No,cat__OverTime_Yes,num__Age,num__DailyRate,num__DistanceFromHome,num__Education,num__EnvironmentSatisfaction,num__HourlyRate,num__JobInvolvement,num__JobLevel,num__JobSatisfaction,num__MonthlyIncome,num__MonthlyRate,num__NumCompaniesWorked,num__PercentSalaryHike,num__PerformanceRating,num__RelationshipSatisfaction,num__StockOptionLevel,num__TotalWorkingYears,num__TrainingTimesLastYear,num__WorkLifeBalance,num__YearsAtCompany,num__YearsInCurrentRole,num__YearsSinceLastPromotion,num__YearsWithCurrManager
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.21237712244353535,-0.0013667475531955772,0.8216237761079118,0.10366412923305852,-1.572820159188975,0.9273578587234751,1.7875169408318365,-0.9983634087340237,-0.6371160981664635,-0.8943534198537475,0.2785896905143989,-1.089730212785694,-0.6029719495903447,-0.4275027727274465,0.23494357704319854,0.24704093866083607,-0.692709291549511,1.8219220917520433,0.335827287928066,-0.32595214461271205,-0.06511533908903126,-0.6796848621289745,-0.3198489777776605
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.8673303462029702,-1.6517914351173022,0.6990235925790486,-0.8660666796834612,1.1921546878590696,-0.7937858301157903,-1.031417821031703,-0.07617674124092652,0.2646617079040882,-0.510991236021366,-0.24673156519849349,-1.089730212785694,-0.8775109478772761,-0.4275027727274465,1.1541714887445336,-0.9353084840461424,-0.17222892571931983,0.20853325146559523,0.335827287928066,0.3465385958514097,0.21406667725519044,-0.6796848621289745,1.095132097601586
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6490126049498253,-0.3510756371437609,2.0476256113965445,-1.835797488599981,-1.572820159188975,-1.678945441518841,0.3780495599000668,-0.9983634087340237,0.2646617079040882,-0.7891295040876439,0.09748736664603541,-0.6891112813971698,0.4951840435573807,-0.4275027727274465,1.1541714887445336,0.24704093866083607,-0.8228293830070588,-1.404855588820853,-1.0632264743309614,-0.32595214461271205,-0.6234793717774747,0.5620296929188989,-0.3198489777776605
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.32153599307010783,1.349666876260715,1.1894243266945017,-0.8660666796834612,-0.6511618768396269,1.3699376644250005,0.3780495599000668,-0.9983634087340237,1.16643951397464,-0.8433686359258417,-0.7896234818214563,-1.089730212785694,-1.1520499461642075,-0.4275027727274465,0.23494357704319854,0.24704093866083607,-1.0830695659221543,-0.5981611686776289,0.335827287928066,-0.8303201999608034,-0.6234793717774747,-0.36925622336700614,-0.6028451928535098
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.9764892168295427,-1.777585999718225,1.8024252443388182,0.10366412923305852,0.27049640550972137,-0.7446102961489541,-1.031417821031703,-0.9983634087340237,0.2646617079040882,-0.9807021177401584,-0.21006837511055132,0.9133644441569269,-0.3284329513034134,-0.4275027727274465,-0.6842843346581365,-0.9353084840461424,-0.692709291549511,1.0152276716088193,0.335827287928066,-0.4940748297287425,-0.6234793717774747,-0.6796848621289745,-0.3198489777776605
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.8673303462029702,1.4578502018175086,1.4346246937522282,1.0733949381495782,-0.6511618768396269,-0.695434762182118,1.7875169408318365,0.8460099262521708,-1.5388939042370153,0.7445361877692351,-0.5908121453823132,-0.6891112813971698,-1.1520499461642075,-0.4275027727274465,0.23494357704319854,0.24704093866083607,-0.17222892571931983,-1.404855588820853,0.335827287928066,0.5146612809674402,1.3307947426320772,1.8037442479667722,1.095132097601586
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.5398537343232528,-1.1964151112619619,-0.5269782427095843,-0.8660666796834612,-1.572820159188975,0.7306557228561305,1.7875169408318365,-0.9983634087340237,-0.6371160981664635,-0.7051673280021138,0.08130022234305716,-1.089730212785694,-0.8775109478772761,-0.4275027727274465,1.1541714887445336,1.4293903613678145,-0.5625892000919632,1.8219220917520433,-1.0632264743309614,-0.1578294594966816,-0.6234793717774747,-0.6796848621289745,0.246143452374038
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.6314424405889776,0.7886231181405994,0.8216237761079118,-0.8660666796834612,1.1921546878590696,1.517464266325509,1.7875169408318365,-0.9983634087340237,1.16643951397464,-0.783922547431177,-0.9880197632784717,-0.6891112813971698,-0.6029719495903447,-0.4275027727274465,-0.6842843346581365,1.4293903613678145,-1.3433097488372499,-0.5981611686776289,-1.0632264743309614,-0.9984428850768339,-1.181843404465918,-0.6796848621289745,-1.1688376230052084
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.752482548834769,1.030148682174371,-0.8947787932961742,1.0733949381495782,-1.572820159188975,0.6323046549224581,-1.031417821031703,1.768196593745268,1.16643951397464,1.926298392259887,1.0453345941648728,-0.28849235000864565,0.22064504527044934,-0.4275027727274465,0.23494357704319854,-0.9353084840461424,2.560292994889184,0.20853325146559523,0.335827287928066,3.036501557707897,1.0516127262878556,0.25160105415693057,0.8121358825257365
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.11509948943618206,-1.103327133457279,-0.8947787932961742,0.10366412923305852,1.1921546878590696,-0.9904879659831349,0.3780495599000668,-0.9983634087340237,1.16643951397464,-0.565013411332211,-1.405565075298885,0.9133644441569269,-1.1520499461642075,-0.4275027727274465,0.23494357704319854,-0.9353084840461424,-0.692709291549511,0.20853325146559523,0.335827287928066,-0.662197514844773,-0.6234793717774747,-0.36925622336700614,-0.6028451928535098
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.4131246993358326,-0.3435279632677055,0.20862285846359543,-0.8660666796834612,-1.572820159188975,1.517464266325509,1.7875169408318365,-0.07617674124092652,0.2646617079040882,-0.5504773239995739,-0.8623964553545038,-1.089730212785694,0.7697230418443121,-0.4275027727274465,1.1541714887445336,0.24704093866083607,-0.8228293830070588,1.8219220917520433,-1.0632264743309614,-0.4940748297287425,-0.6234793717774747,-0.36925622336700614,-0.3198489777776605
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.10321825181696288,1.0276327908823526,-0.03657750859413115,1.0733949381495782,0.27049640550972137,0.8290067907898028,-1.031417821031703,-0.9983634087340237,-1.5388939042370153,-0.6815190665206596,-1.0347826245981866,1.7146023069339753,2.142418033278969,2.339166114923766,-0.6842843346581365,-0.9353084840461424,-0.17222892571931983,1.0152276716088193,0.335827287928066,-0.32595214461271205,-0.34429735543325296,-0.6796848621289745,-0.3198489777776605
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.32153599307010783,-0.9825643514403931,-0.28177787565185775,1.0733949381495782,-1.572820159188975,-0.5970836942484457,0.3780495599000668,0.8460099262521708,-0.6371160981664635,1.181486633857756,0.9446145851685638,-1.089730212785694,-1.1520499461642075,-0.4275027727274465,0.23494357704319854,-0.9353084840461424,0.2181313486533235,1.0152276716088193,0.335827287928066,0.850906651199501,0.49324869359941215,-0.058827584605037786,1.9441207428291336
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.74060131121555,-1.0530093076169098,0.6990235925790486,-0.8660666796834612,0.27049640550972137,1.517464266325509,0.3780495599000668,-0.9983634087340237,1.16643951397464,-1.15339951351298,0.6662510438216216,-0.6891112813971698,-0.3284329513034134,-0.4275027727274465,1.1541714887445336,-0.9353084840461424,-1.4734298402947976,2.6286165118952676,0.335827287928066,-1.1665655701928643,-1.181843404465918,-0.6796848621289745,-1.1688376230052084
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.32153599307010783,-0.2781147896752257,-0.404378059180721,-1.835797488599981,-0.6511618768396269,0.8781823247566389,0.3780495599000668,-0.9983634087340237,-1.5388939042370153,-0.7784986342473572,0.36478277513624036,-0.28849235000864565,-1.1520499461642075,-0.4275027727274465,0.23494357704319854,-0.9353084840461424,-0.4324691086344154,-0.5981611686776289,0.335827287928066,-0.4940748297287425,-0.6234793717774747,-0.36925622336700614,-0.3198489777776605
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.752482548834769,1.1886498335715339,-0.5269782427095843,0.10366412923305852,0.27049640550972137,-0.3512060244142649,0.3780495599000668,2.6903832612383654,0.2646617079040882,2.7218779780625715,-0.5161022485993366,0.5127455127684027,-1.1520499461642075,-0.4275027727274465,1.1541714887445336,0.24704093866083607,1.9096925376014446,0.20853325146559523,-1.0632264743309614,1.187152021431562,2.447522808008964,0.5620296929188989,1.095132097601586
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.5398537343232528,0.7936549007246363,0.8216237761079118,-1.835797488599981,-0.6511618768396269,0.3372514511214412,-2.440885201963473,-0.9983634087340237,-1.5388939042370153,-0.5704373245160307,-1.353683202532929,-0.6891112813971698,1.8678790349920376,2.339166114923766,-0.6842843346581365,-0.9353084840461424,-0.17222892571931983,1.8219220917520433,0.335827287928066,0.5146612809674402,-0.6234793717774747,1.1828869704428355,0.8121358825257365
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5517349719424719,-0.2982419200113733,-0.15917769212299443,1.0733949381495782,0.27049640550972137,-0.8429613640826265,0.3780495599000668,-0.07617674124092652,-0.6371160981664635,0.060038343971179735,0.9280123858834578,-1.089730212785694,-1.1520499461642075,-0.4275027727274465,1.1541714887445336,0.24704093866083607,-0.17222892571931983,-0.5981611686776289,0.335827287928066,0.3465385958514097,0.7724307099436338,0.5620296929188989,-0.6028451928535098
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7700527131956169,-0.8366426565033227,-0.28177787565185775,1.0733949381495782,-1.572820159188975,-1.1380145678836433,-1.031417821031703,0.8460099262521708,1.16643951397464,0.802680537099783,-1.7115989487876704,0.11212658137987853,-0.3284329513034134,-0.4275027727274465,1.1541714887445336,0.24704093866083607,1.649452354686349,1.0152276716088193,0.335827287928066,2.5321335023598057,0.49324869359941215,0.8724583316808672,3.642098033284229
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9883704544487618,-0.26301944192311494,-0.8947787932961742,1.0733949381495782,-0.6511618768396269,0.8781823247566389,0.3780495599000668,2.6903832612383654,-1.5388939042370153,2.689985368541711,1.1561542743929547,0.11212658137987853,-0.8775109478772761,-0.4275027727274465,1.1541714887445336,-0.9353084840461424,1.3892121717712536,-0.5981611686776289,-1.0632264743309614,-0.8303201999608034,-0.6234793717774747,-0.058827584605037786,-0.8858414079293591
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.4306948636966803,0.28796075102892676,-0.8947787932961742,0.10366412923305852,0.27049640550972137,0.6323046549224581,0.3780495599000668,-0.9983634087340237,1.16643951397464,-0.8791664629390522,-1.0785017493822988,0.5127455127684027,-1.1520499461642075,-0.4275027727274465,1.1541714887445336,-0.9353084840461424,-0.5625892000919632,0.20853325146559523,0.335827287928066,-0.9984428850768339,-0.9026613881216964,-0.6796848621289745,-1.1688376230052084
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7700527131956169,1.6339625922588004,0.08602267493473213,1.0733949381495782,1.1921546878590696,-1.1871901018504796,0.3780495599000668,-0.07617674124092652,1.16643951397464,-0.018066005875824995,0.644114778108147,-0.28849235000864565,-0.6029719495903447,-0.4275027727274465,1.1541714887445336,-0.9353084840461424,-0.30234901717686763,1.8219220917520433,1.7348810501870935,-0.4940748297287425,-0.6234793717774747,-0.36925622336700614,-0.3198489777776605
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.7581714755763977,-1.722236391293819,-0.03657750859413115,-0.8660666796834612,1.1921546878590696,0.8781823247566389,-1.031417821031703,-0.9983634087340237,0.2646617079040882,-0.9420838558713616,0.22850638933766276,-0.6891112813971698,-0.6029719495903447,-0.4275027727274465,-1.6035122463594715,-0.9353084840461424,-0.17222892571931983,1.8219220917520433,0.335827287928066,0.5146612809674402,-1.181843404465918,-0.36925622336700614,1.095132097601586
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.22425836006275454,0.2149999035603916,-0.5269782427095843,0.10366412923305852,1.1921546878590696,-0.4495570923479372,0.3780495599000668,-0.07617674124092652,1.16643951397464,-0.9681186391536964,-1.5399045378475336,0.11212658137987853,-0.3284329513034134,-0.4275027727274465,0.23494357704319854,0.24704093866083607,0.9988518973986102,2.6286165118952676,1.7348810501870935,-0.9984428850768339,-1.181843404465918,-0.6796848621289745,-1.1688376230052084
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.4131246993358326,0.008696817614878245,-1.0173789768250374,0.10366412923305852,-0.6511618768396269,-0.20367942251375645,0.3780495599000668,-0.9983634087340237,1.16643951397464,-0.9232086379916687,-1.5834853109709366,-0.28849235000864565,0.22064504527044934,-0.4275027727274465,-1.6035122463594715,0.24704093866083607,-0.692709291549511,-0.5981611686776289,-1.0632264743309614,-0.8303201999608034,-1.181843404465918,-0.058827584605037786,-1.1688376230052084
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6608938425690444,1.1660068119433677,-0.8947787932961742,-0.8660666796834612,1.1921546878590696,0.3372514511214412,1.7875169408318365,-0.9983634087340237,0.2646617079040882,-0.8468399403634863,1.0317761314153697,-0.6891112813971698,-0.8775109478772761,-0.4275027727274465,1.1541714887445336,1.4293903613678145,-0.692709291549511,0.20853325146559523,-1.0632264743309614,-0.32595214461271205,-0.34429735543325296,-0.36925622336700614,-0.03685276270181126
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.4250059369550516,0.14958672996791175,-0.7721786097673109,-0.8660666796834612,-1.572820159188975,1.0257089266571473,-1.031417821031703,-0.9983634087340237,0.2646617079040882,-0.8385955923240802,-1.474187499010656,-0.6891112813971698,-0.3284329513034134,-0.4275027727274465,0.23494357704319854,-0.9353084840461424,-1.0830695659221543,-0.5981611686776289,0.335827287928066,-0.662197514844773,-0.6234793717774747,-0.6796848621289745,-0.6028451928535098
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.21237712244353535,0.2024204471002993,-0.8947787932961742,0.10366412923305852,1.1921546878590696,1.566639800292345,0.3780495599000668,-0.9983634087340237,1.16643951397464,-0.9837395091230974,-0.6610947890225948,-0.6891112813971698,-0.6029719495903447,-0.4275027727274465,-1.6035122463594715,-0.9353084840461424,-1.213189657379702,0.20853325146559523,0.335827287928066,-0.8303201999608034,-0.6234793717774747,-0.058827584605037786,-0.6028451928535098
